,Restaurant name,Ranking,Number of reviews,Average vote,Price range,Price level,address,Postal code,Restaurant type 1,Restaurant type 2,Boroughs,Population,Income
2632,Bar Marlo,2677,3,4.0,,,"Calle Periodista Mariano de Cavia 36, 46014, Valencia Spain",46014,,,Patraix,40168,13331.0
2633,Sabores,2678,2,4.0,$,1.0,"Calle Guardia Civil 4-b, 46020, Valencia Spain",46020,Italian,Fast Food,Benimaclet,46868,14834.0
2634,Little Thai Abastos,2679,27,3.5,$$ - $$$,4.0,"Calle Ontinyent 4, 46008, Valencia Spain",46008,Asian,Thai,Extramurs,73050,16794.0
2635,Restaurante Filigrana,2680,7,3.5,$$ - $$$,4.0,"Carrer de les Barques, 4, 46002, Valencia Spain",46002,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
2636,Snack rabat halal fast food,2681,2,4.0,,,"Calle Doctor Manuel Candela 77, 46021, Valencia Spain",46021,Fast Food,,Algirós,68400,15105.0
2637,La Guapa de Canovas,2682,1,5.0,,,"Calle de Salamanca 42, 46005, Valencia Spain",46005,Cafe,,l'Eixample,76697,20299.0
2638,Ca Lluis,2683,6,3.5,,,"Calle Zarra 2, 46022, Valencia Spain",46022,,,Algirós,68400,15105.0
2639,La Tagliatella,2684,33,3.5,$$ - $$$,4.0,"Cines Kinepolis Valencia, Valencia Spain",,Italian,,,,
2640,Casa Tape Tap,2685,88,3.0,$$ - $$$,4.0,"Calle Padre Tomas Montanana 24, 46023, Valencia Spain",46023,Spanish,Mediterranean,Camins al Grau,46154,13788.0
2641,Pizzeria Dudafin,2686,1,5.0,,,"Gaspar Aguilar 13, Valencia Spain",,Italian,,,,
2642,Meson Gallego,2687,3,3.5,,,"Avenida Doctor Peset Aleixandre 61, 46009, Valencia Spain",46009,Spanish,,La Saïdia,7022,13023.0
2643,Pizzeria palleter 33,2688,8,3.5,$,1.0,"Pizzeria palleter Calle Palleter 33, 46008, Valencia Spain",46008,Pizza,Italian,Extramurs,73050,16794.0
2644,Delizie De Italia,2689,5,3.5,,,"Calle de Salamanca 27 Bajo, 46005, Valencia Spain",46005,Italian,Pizza,l'Eixample,76697,20299.0
2645,Teteria Cafeteria Te Kedas,2690,4,4.0,,,"Placa Periodista Ros Belda 4, 46021, Valencia Spain",46021,,,Algirós,68400,15105.0
2646,Espenta Mediterraneo,2691,7,3.5,,,"Carrer de Borriana, 26, 46005, Valencia Spain",46005,,,l'Eixample,76697,20299.0
2647,La Moren Pizzeria,2692,4,4.0,$,1.0,"Calle Alcacer 5, 46014, Valencia Spain",46014,Italian,Fast Food,Patraix,40168,13331.0
2648,Pasta y Pizza,2693,5,3.5,$$ - $$$,4.0,"Calle Jose Maria Mortes Lerma 17, 46014, Valencia Spain",46014,Pizza,Italian,Patraix,40168,13331.0
2649,Bar Patraix,2694,38,3.0,$,1.0,"Plaza Patraix 12, 46018, Valencia Spain",46018,Spanish,Bar,l'Olivereta,35767,11410.0
2650,Punto Sabroso,2695,20,3.5,$$ - $$$,4.0,"Carrer de Lebon, 7, 46023, Valencia Spain",46023,Pub,Gastropub,Camins al Grau,46154,13788.0
2651,Pizzeria Ristorante Venezia,2696,3,3.5,,,"Calle Pelayo 6 Alginet, 46007, Valencia Spain",46007,Italian,Pizza,Extramurs,73050,16794.0
2652,Cocodrilo's Bar,2697,1,5.0,$$$$,7.0,"Carrer de Sant Joan de la Creu, 29, 46009, Valencia Spain",46009,Mediterranean,Spanish,La Saïdia,7022,13023.0
2653,Bar Holanda,2698,1,5.0,,,"Placa de Holanda 11, 46017, Valencia Spain",46017,,,Jesús,47788,11825.0
2654,Ca Koki,2699,1,5.0,,,"C/Del Poeta Duran i Tortajada, 46022, Valencia Spain",46022,Bar,Pub,Algirós,68400,15105.0
2655,Bar Restaurante Senyor Fred,2700,1,5.0,$,1.0,"Calle Serpis 58, 46022, Valencia Spain",46022,Bar,Cafe,Algirós,68400,15105.0
2657,Ciro's Burger,2702,1,4.0,,,"Carrer D'Alberic, 41, 46008, Valencia Spain",46008,,,Extramurs,73050,16794.0
2658,Chester & Co,2703,1,4.0,,,"Calle de Gonzalez Marti 7, 46008, Valencia Spain",46008,Bar,Cafe,Extramurs,73050,16794.0
2659,Ca Cecilia,2704,1,4.0,,,"C. del Músic Penella, 6, 46017, Valencia Spain",46017,Mediterranean,Spanish,Jesús,47788,11825.0
2660,Maison Lupin,2705,1,4.0,,,"Calle del Almirante Cadarso 12, 46005, Valencia Spain",46005,Bar,Pub,l'Eixample,76697,20299.0
2661,El Horno De Los Borrachos,2706,19,3.0,$$ - $$$,4.0,"Calle Sueca 3, 46006, Valencia Spain",46006,Fast Food,,l'Eixample,76697,20299.0
2662,Manolo Bakes,2707,1,4.0,$,1.0,"Avenida Professor Lopez Pinero 16 Centro Comercial El Saler, 46013, Valencia Spain",46013,Cafe,,Quatre Carreres,52940,12357.0
2663,Patapuerca Iberian Tavern Benimaclet,2708,1,4.0,,,"Calle de Daniel Balaciart 3, 46020, Valencia Spain",46020,Mediterranean,Spanish,Benimaclet,46868,14834.0
2664,La Cocina de Sweets & Coffee,2709,14,3.0,$,1.0,"Placa del Pintor Segrelles 1, 46007, Valencia Spain",46007,Healthy,,Extramurs,73050,16794.0
2665,Pure Cuisine - Bonaire,2710,1,4.0,,,"Autovía Del Este, Km. 345, 46960, Valencia Spain",46960,Chinese,Japanese,,,
2666,cerveceria Justo,2711,25,3.5,$,1.0,"Placa Cedro, Valencia Spain",,Spanish,,,,
2667,El Rincon de Erika,2712,6,3.5,,,"Calle los Pedrones 2, 46017, Valencia Spain",46017,Fast Food,Dining bars,Jesús,47788,11825.0
2668,Tasca de Salamanca,2713,16,3.5,$$ - $$$,4.0,"Calle Salamanca 18, 46005, Valencia Spain",46005,Spanish,,l'Eixample,76697,20299.0
2669,La Cassola,2714,1,5.0,,,"Carrer del Reverend José Martí, 22, 46020, Valencia Spain",46020,Spanish,Street Food,Benimaclet,46868,14834.0
2670,Galdo26,2715,1,4.0,,,"Calle del Marquès de Zenete 28, 46007, Valencia Spain",46007,Mediterranean,Asian,Extramurs,73050,16794.0
2671,Con Cava,2716,7,3.5,,,"Calle Arte Mayor de La Seda 12, 46018, Valencia Spain",46018,,,l'Olivereta,35767,11410.0
2672,La Terreta Del Marques,2717,3,3.5,$$ - $$$,4.0,"Calle Poeta Mas y Ros 35, 46022, Valencia Spain",46022,Spanish,Mediterranean,Algirós,68400,15105.0
2673,Restaurante Bar Artola,2718,1,4.0,,,"Carrer del Poeta Artola, 13, 46021, Valencia Spain",46021,,,Algirós,68400,15105.0
2674,Wok My Noodles,2719,4,3.5,$$ - $$$,4.0,"AV.PIUS Xii,2B.LOCAL 66 C.C.NUEVO Centro, 46009, Valencia Spain",46009,Fast Food,Asian,La Saïdia,7022,13023.0
2675,Lavin Foodie,2720,6,3.5,,,"Carrer De Les Monges De Santa Caterina, 8, 46002, Valencia Spain",46002,Spanish,,Ciutat Vella,26542,19009.0
2676,Lemongrass Gran Via,2721,23,3.0,$$ - $$$,4.0,"Gran Via del Marques del Turia 41, 46004, Valencia Spain",46004,Asian,Japanese,l'Eixample,76697,20299.0
2677,Inka Bar-Restaurant,2722,1,4.0,,,"Carrer de Salas Quiroga 14, 46007, Valencia Spain",46007,,,Extramurs,73050,16794.0
2678,Restaurante Casa Agapito,2723,2,3.5,,,"Avenida los Naranjos 41, 46011, Valencia Spain",46011,,,Poblats Marítims,82178,11698.0
2679,MidPoint,2724,7,3.5,,,"Calle de Ernesto Ferrer 7, 46021, Valencia Spain",46021,Spanish,,Algirós,68400,15105.0
2680,Sabor Cafeteria,2725,3,4.0,,,"Calle Asturias 3 Bajo 46023, 46023, Valencia Spain",46023,Spanish,,Camins al Grau,46154,13788.0
2681,Vanda,2726,1,4.0,,,"VANDA Avinguda de Gaspar Aguilar 113, 46017, Valencia Spain",46017,,,Jesús,47788,11825.0
2682,Ca' Els Bellesos,2727,1,4.0,$$ - $$$,4.0,"Calle Moraira 23 23 Bajo, 46024, Valencia Spain",46024,Mediterranean,Dining bars,Poblats Marítims,82178,11698.0
2683,La tahona de luna,2728,9,3.0,,,"Avda Major 148, 46012, Valencia Spain",46012,Steakhouse,Seafood,,,
2684,Cerveceria El Monje,2729,3,3.5,,,"Calle de Soledad Domenech 14, 46020, Valencia Spain",46020,Spanish,,Benimaclet,46868,14834.0
2685,Restaurante Nao Borraset,2730,289,3.5,$$ - $$$,4.0,"Camí del Canal 8, 46024 Pinedo, Valencia Spain",46024,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
2686,Cerveceria RAYO,2731,0,,,,"Avenida Cardenal Benlloch 35-B, 46021, Valencia Spain",46021,Spanish,,Algirós,68400,15105.0
2687,Bar Restaurante La Camara,2732,1,5.0,,,"Calle Lo Rat Penat 19 El Puig de Santa Maria, 46023, Valencia Spain",46023,,,Camins al Grau,46154,13788.0
2688,Rock Island Music Bar,2733,5,4.0,,,"Calle Enrique Navarro 8, 46020, Valencia Spain",46020,,,Benimaclet,46868,14834.0
2689,O'Pazo Taberna,2734,11,3.5,,,"Calle del Conde de Altea 21, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
2690,Garbis Cafeteria,2735,1,4.0,,,"Plaça de Manuel Sanchis Guarner 1 Bar Del Hotel Senador Parque Central, 46006, Valencia Spain",46006,Bar,Cafe,l'Eixample,76697,20299.0
2691,Bar Tropico,2736,1,4.0,,,"Avenida Burjasot N. 24, 46009, Valencia Spain",46009,Brew Pub,Bar,La Saïdia,7022,13023.0
2692,Av Baleares 30 Valencia,2737,1,4.0,,,"Avenida Baleares 30, 46023, Valencia Spain",46023,Chinese,Asian,Camins al Grau,46154,13788.0
2693,Restaurante Altamar,2738,8,3.5,$$ - $$$,4.0,"Carrer Alcoi, 1 Grau i Platja, 46730, Valencia Spain",46730,Spanish,,,,
2694,Muerde la Pasta Alfafar,2739,8,3.5,$$ - $$$,4.0,"Alfafar Parc. Avinguda de la Albufera Parcela G6, 46910, Valencia Spain",46910,Italian,,,,
2695,Zapin,2740,1,5.0,,,"Carrer del Garbí, 10 Near Garbi metro stop, 46015, Valencia Spain",46015,,,Campanar,35767,15126.0
2696,EL Paralelo Gratobar,2741,1,4.0,,,"Calle Andres Mancebo, 40 Bajo, 46023, Valencia Spain",46023,,,Camins al Grau,46154,13788.0
2697,L'Andana,2742,93,3.0,$$ - $$$,4.0,"Plaza Sequiota 7, 46012, Valencia Spain",46012,Mediterranean,Spanish,,,
2698,Bar Mini Rioja,2743,4,3.5,$,1.0,"Calle Rio Segre 2, 46025, Valencia Spain",46025,Chinese,Spanish,Benicalap,33298,11520.0
2699,Ultramarinos La Chata,2744,3,3.5,,,"Carrer Del Literat Azorín, 4, 46006, 46006, Valencia Spain",46006,Mediterranean,,l'Eixample,76697,20299.0
2700,KFC,2745,1,4.0,,,"Calle Santa Genoveva Torres 21 C.C. Arena, 46019, Valencia Spain",46019,,,Rascanya,35308,11388.0
2701,McDonald's,2746,1,4.0,,,"Avenida de los Hermanos Machado 141, 46025, Valencia Spain",46025,,,Benicalap,33298,11520.0
2702,Dubai Hookah Lounge & Restaurant,2747,16,3.5,$,1.0,"Calle Antonio Suarez 15, 46021, Valencia Spain",46021,Mediterranean,Middle Eastern,Algirós,68400,15105.0
2703,Cantina Mariachi,2748,43,3.0,$,1.0,"Carrer de Menorca, 19 Centro Comercial Aqua Segunda Planta, 46023, Valencia Spain",46023,Mexican,,Camins al Grau,46154,13788.0
2704,Puroiberico,2749,5,3.5,$$ - $$$,4.0,"Carrer de Gayano Lluch, 17, 46025, Valencia Spain",46025,Mediterranean,Spanish,Benicalap,33298,11520.0
2705,L’Angolo della delizia,2750,3,3.5,,,"Carrer de Trafalgar, 38, 46023, Valencia Spain",46023,Mediterranean,European,Camins al Grau,46154,13788.0
2706,Restaurante Cafeteria ABM,2751,1,4.0,$,1.0,"Ronda de la química, Paterna Polígono Industrial L'Andana, 46980, Valencia Spain",46980,Spanish,,,,
2707,Restaurante Clandestina,2752,1,5.0,$$ - $$$,4.0,"Plaza de Julio Verne 12, 46017, Valencia Spain",46017,Italian,,Jesús,47788,11825.0
2708,Heladeria llinares,2753,7,3.5,,,"Calle Humanista Mariner 16, 46018, Valencia Spain",46018,Cafe,,l'Olivereta,35767,11410.0
2709,Bar Restaurante 365 C,2754,3,3.5,,,"Carrer Poeta Antonio Chocomeli, 3, 46015, Valencia Spain",46015,Chinese,Spanish,Campanar,35767,15126.0
2710,La Placeta,2755,11,3.5,,,"Calle Antonio Suarez 23, 46021, Valencia Spain",46021,Spanish,,Algirós,68400,15105.0
2711,Cafeteria Restaurante Rincon del Hospital,2756,7,3.5,$$ - $$$,4.0,"Calle l'agro 4 Valencia, 46014, Valencia Spain",46014,Cafe,Mediterranean,Patraix,40168,13331.0
2712,Starbucks Ruzafa 1,2757,2,3.5,$,1.0,"Paseo de Ruzafa, 1, 46004, Valencia Spain",46004,Cafe,,l'Eixample,76697,20299.0
2713,La French Touch,2758,1,5.0,$$ - $$$,4.0,"Calle Matias Perello 15, 46005, Valencia Spain",46005,French,European,l'Eixample,76697,20299.0
2714,Bar Cerveceria Salitre 21,2759,8,3.5,,,"Carrer de Masquefa, 62, 46020, Valencia Spain",46020,Spanish,Mediterranean,Benimaclet,46868,14834.0
2715,Sofra Valencia,2760,3,3.5,$$ - $$$,4.0,"Avenida Blasco Ibanez 110, 46021, Valencia Spain",46021,Fast Food,Turkish,Algirós,68400,15105.0
2716,Sayuki,2761,0,,,,"Calle Sueca 17, 46006, Valencia Spain",46006,Japanese Fusion,Japanese,l'Eixample,76697,20299.0
2717,Salad Valencia,2762,129,3.0,$,1.0,"Calle de Luis Bolinches Compañ 18, 46023, Valencia Spain",46023,Spanish,Street Food,Camins al Grau,46154,13788.0
2718,La Republica Valenciana Cau D'Encontre,2763,11,3.5,$$ - $$$,4.0,"Calle Reverendo Jose Maria Pinazo 3, 46020, Valencia Spain",46020,Bar,Mediterranean,Benimaclet,46868,14834.0
2719,La Fabrika Cafe,2764,1,5.0,$,1.0,"Calle Cuba 62, 46006, Valencia Spain",46006,French,Spanish,l'Eixample,76697,20299.0
2720,Albaicin,2765,25,3.0,$$ - $$$,4.0,"Calle Nueve de Octubre 45, 46014, Valencia Spain",46014,Spanish,Mediterranean,Patraix,40168,13331.0
2721,Pide un Deseo,2766,1,5.0,$$$$,7.0,"Calle Dels Tomasos 4, 46006, Valencia Spain",46006,American,European,l'Eixample,76697,20299.0
2722,Cerveceria la Plata,2767,7,3.5,,,"Avenida De La Plata 75, 46006, Valencia Spain",46006,,,l'Eixample,76697,20299.0
2723,Gran Martinez,2768,3,3.5,,,"Ave. Puerto 318, 46024, Valencia Spain",46024,Spanish,,Poblats Marítims,82178,11698.0
2724,Arroceria Duna,2769,1,4.0,,,"Marina Real. Juan CARLOS I Muelle Sur, 46024, Valencia Spain",46024,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
2725,Cafe Zeus,2770,1,5.0,$$ - $$$,4.0,"Calle els Centelles 34, 46006, Valencia Spain",46006,Venezuelan,South American,l'Eixample,76697,20299.0
2726,Katrina Pub,2771,1,5.0,$$ - $$$,4.0,"Calle de Salamanca 9, 46005, Valencia Spain",46005,Bar,Pub,l'Eixample,76697,20299.0
2727,La Redona,2772,24,3.0,,,"Placa Redonda 5 6, 46001, Valencia Spain",46001,Spanish,,Ciutat Vella,26542,19009.0
2728,Pizzeria Bar Kebab Ariya,2773,1,4.0,$,1.0,"Archiduque Carlos 1, 46018, Valencia Spain",46018,Italian,Mediterranean,l'Olivereta,35767,11410.0
2729,Seitan House,2774,1,4.0,$,1.0,"C/ Periodista Llorente No 4, 46017, Valencia Spain",46017,Fast Food,International,Jesús,47788,11825.0
2730,Boqueron de Plata,2775,11,3.0,,,"Carrer Vicent Calderon, 3, 46730, Valencia Spain",46730,Spanish,Mediterranean,,,
2731,Pampano,2776,1,4.0,,,"Calle Cami Findo De Grau, 46002, Valencia Spain",46002,Wine Bar,,Ciutat Vella,26542,19009.0
2732,Bocateria Abastos Tito,2777,5,3.5,,,"Calle Buen Orden 3, 46008, Valencia Spain",46008,Spanish,Dining bars,Extramurs,73050,16794.0
2733,helloBagel,2778,5,3.5,$,1.0,"Calle de Xátiva, 46004, Valencia Spain",46004,,,l'Eixample,76697,20299.0
2734,Neptuno Levante SL,2779,56,3.0,$$ - $$$,4.0,"Paseo Neptuno 10, 46011, Valencia Spain",46011,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
2735,Belgica 26,2780,10,3.0,,,"Calle Belgica 26 46021 Valencia, 46021, Valencia Spain",46021,Mediterranean,Spanish,Algirós,68400,15105.0
2736,DeCarmen Taberna,2781,2,4.0,,,"Calle Yecla 37, 46021, Valencia Spain",46021,Mediterranean,Spanish,Algirós,68400,15105.0
2737,Resto Bar Colon 101,2782,3,3.5,,,"Calle Colon 101, A Burjassot, 46100, Valencia Spain",46100,,,,,
2738,Cesar Restaurante,2784,12,3.5,$$ - $$$,4.0,"Placa Polo de Bernabé 3 Bajo, 46010, Valencia Spain",46010,Italian,Pizza,El Pla del Real,26491,20207.0
2739,Bar Cote,2785,1,4.0,,,"Carrer de la Reina Violant, 2, 46035, Valencia Spain",46035,Spanish,,Pobles de l'Oest,13224,10843.0
2740,Dos Lunas Garden,2786,2,3.5,,,"Carrer de Ciscar, 14, 46005, Valencia Spain",46005,,,l'Eixample,76697,20299.0
2741,Cafe de L'estacio Xativa,2787,1,4.0,$,1.0,"Carrer de Xativa, S/N Xativa Metro Station, 46002, Valencia Spain",46002,Spanish,,Ciutat Vella,26542,19009.0
2742,Sushi Bar Hc,2788,4,4.0,$,1.0,"Carrer Del Dr. Manuel Candela 52 Bajo, 46021, Valencia Spain",46021,Asian,,Algirós,68400,15105.0
2743,Fusion Valencia,2789,9,3.5,$$ - $$$,4.0,"Carrer Del Mar 18, 46003, Valencia Spain",46003,Spanish,Fusion,Ciutat Vella,26542,19009.0
2744,Poke House - Bonaire,2791,1,4.0,$$ - $$$,4.0,"Autovía Del Este, 345, 46960, Valencia Spain",46960,Hawaiian,,,,
2745,Bocateria Khloe Valencian,2792,1,5.0,$$ - $$$,4.0,"Calle Horno del Hospital 2, 46001, Valencia Spain",46001,Bar,Pub,Ciutat Vella,26542,19009.0
2746,Restaurante Calapaca,2793,2,4.0,,,"Calle Reina Dona Maria 9, 46006, Valencia Spain",46006,,,l'Eixample,76697,20299.0
2747,El Raco De Joan Cafeteria Heladeria,2794,2,3.5,,,"Avenida Del Cid, 46018, Valencia Spain",46018,Bar,Pub,l'Olivereta,35767,11410.0
2748,Chef Macuine,2795,18,3.0,$,1.0,"Avenida Blasco Ibanez 24., 46010, Valencia Spain",46010,Spanish,Mediterranean,El Pla del Real,26491,20207.0
2749,The Black Turtle Abastos,2796,17,3.0,,,"Calle de San Jose de Calasanz 18, 46008, Valencia Spain",46008,Fast Food,,Extramurs,73050,16794.0
2750,La Tagliatella,2797,1,4.0,,,"V-35, Exit 6 Heron City Shopping Mall, 46980, Valencia Spain",46980,,,,,
2751,The Good Burger,2798,10,3.5,$,1.0,"Calle del Alcalde Jose Puertes alfafar Centro Comercial y Ocio mn4, Valencia Spain",,,,,,
2752,Neco,2799,4,3.5,,,"Calle de Pascual y Genis 9, 46002, Valencia Spain",46002,International,European,Ciutat Vella,26542,19009.0
2753,La Trobada,2800,35,3.0,$,1.0,"Placa Organista Cabo 8, 46022, Valencia Spain",46022,Bar,Spanish,Algirós,68400,15105.0
2754,Restaurante Los Mejillones 2,2801,5,3.5,$,1.0,"Plaza del Cedro 14, 46022, Valencia Spain",46022,American,Spanish,Algirós,68400,15105.0
2755,Bar la Canita,2802,2,3.5,,,"Calle Clariano 4, 46021, Valencia Spain",46021,Spanish,,Algirós,68400,15105.0
2756,Panpan,2803,1,4.0,,,"Gran Via Marqués del Turia, 51 Valencia Local en Planta baja CIF B-98853757, 46015, Valencia Spain",46015,,,Campanar,35767,15126.0
2757,Cafe Bar Ca Revolta,2804,3,3.5,$$ - $$$,4.0,"Calle Santa Teresa 10, 46001, Valencia Spain",46001,Bar,Pub,Ciutat Vella,26542,19009.0
2758,Cerveceria Los Leones,2805,14,3.5,$,1.0,"Calle Pintor Pedro Cabanes 98, 46025, Valencia Spain",46025,Spanish,Mediterranean,Benicalap,33298,11520.0
2759,Las Palmeras,2806,1,4.0,$$ - $$$,4.0,"Plaza de Espana 6, 46007, Valencia Spain",46007,Mediterranean,Spanish,Extramurs,73050,16794.0
2760,Lizarran Ruzafa,2807,28,3.0,,,"Calle de Ruzafa 14 Calle Ruzafa, 14, 46004, Valencia Spain",46004,Spanish,,l'Eixample,76697,20299.0
2761,Los Faroles,2808,13,3.0,$,1.0,"Calle Eugenia Vines 183, 46011, Valencia Spain",46011,Spanish,,Poblats Marítims,82178,11698.0
2762,Paopao Hotpot,2809,1,4.0,,,"Calle del Maestro Anselmo Clave No. 8, 46001, Valencia Spain",46001,,,Ciutat Vella,26542,19009.0
2763,Canelo's Bar,2810,1,4.0,,,"Calle Rincón de Ademúz, 46018, Valencia Spain",46018,,,l'Olivereta,35767,11410.0
2764,La Pausa,2811,6,3.0,,,"Calle de San Vicente Martir 171 Planta 0 Valencia Joaquin Sorolla Train Station, 46007, Valencia Spain",46007,Cafe,Mediterranean,Extramurs,73050,16794.0
2765,Cerveceria Rifer,2812,27,3.0,$$ - $$$,4.0,"Avenida Aragon N 2 Bajo Derecha, 46021, Valencia Spain",46021,Mediterranean,Spanish,Algirós,68400,15105.0
2766,Cafeteria quiros,2813,7,3.5,,,"Calle Llanera de Ranes 14 cerca de La Rambleta, 46017, Valencia Spain",46017,,,Jesús,47788,11825.0
2767,Restaurante Gran Muralla,2814,2,3.5,,,"Carrer del Poeta Llorente, 77 Pobla de Vallbona, 46185, Valencia Spain",46185,,,,,
2768,Cafe Saxo,2815,3,3.5,,,"Calle del Doctor Sumsi 26, 46005, Valencia Spain",46005,Spanish,,l'Eixample,76697,20299.0
2769,Patacon Tostao,2816,9,3.0,,,"Carrer de Albacete 21, 46007, Valencia",46007,South American,Colombian,Extramurs,73050,16794.0
2770,Bocateria SIHA,2817,4,4.0,,,"Calle Leones No 33, 46022, Valencia Spain",46022,,,Algirós,68400,15105.0
2771,Como en casa comidas para llevar,2818,1,4.0,,,"Cardenal benlloch 81, Valencia Spain",,Mediterranean,,,,
2772,Cafeteria El Vall,2819,13,3.0,$$ - $$$,4.0,"Placa Bandes de Musica de la Comunitat Valenciana 2 Plaza Bandas De Musica De La Comunidad, 46013, Valencia Spain",46013,Spanish,,Quatre Carreres,52940,12357.0
2773,San Augustin,2821,1,4.0,$,1.0,"Calle Guillen de Castro 3 Proche Plaza de Toros Et Gare, 46007, Valencia Spain",46007,Spanish,Mediterranean,Extramurs,73050,16794.0
2774,Restaurante ABI,2822,136,3.0,$$ - $$$,4.0,"Paseo Marítimo de Pinedo,1, 46012, Valencia Spain",46012,Mediterranean,Spanish,,,
2775,Valle Novo,2823,4,3.5,$,1.0,"Calle Traginers 14, 46014, Valencia Spain",46014,,,Patraix,40168,13331.0
2776,La Lobera,2824,66,3.0,$,1.0,"Avenida Blasco Ibanez 124, 46022, Valencia Spain",46022,Spanish,Bar,Algirós,68400,15105.0
2777,Restaurante Al Mar,2825,10,3.5,,,"Calle Esteban Dolz del Castellar 17, 46019, Valencia Spain",46019,Spanish,,Rascanya,35308,11388.0
2778,Guopin Wu,2826,3,3.5,,,"Avenida Regne de Valencia 53, 46005, Valencia Spain",46005,,,l'Eixample,76697,20299.0
2779,Kamaka,2827,1,4.0,,,"Calle Martin El Humano 4, 46008, Valencia Spain",46008,Spanish,,Extramurs,73050,16794.0
2780,14 Mariposas,2828,5,3.5,$$ - $$$,4.0,"Calle Duque de Mandas 43, 46019, Valencia Spain",46019,,,Rascanya,35308,11388.0
2781,Bar La Rioja 6,2829,4,3.5,$$ - $$$,4.0,"Blas de Lezo 23B, 46023, Valencia Spain",46023,Chinese,Spanish,Camins al Grau,46154,13788.0
2782,Nou Estil,2830,5,3.0,,,"Calle Micer Masco 21, 46010, Valencia Spain",46010,French,Spanish,El Pla del Real,26491,20207.0
2783,D Donosti,2831,3,3.5,$$ - $$$,4.0,"Avinguda del Primat Reig, 187, 46020, Valencia Spain",46020,,,Benimaclet,46868,14834.0
2784,Restaurante Montesol,2832,2,3.5,,,"Calle de San Fernando 81 La Eliana urbanización Montesol, 46001, Valencia Spain",46001,,,Ciutat Vella,26542,19009.0
2785,Coffee Bar Elite,2833,4,3.5,,,"Calle de San Jose de Calasanz 11, 46008, Valencia Spain",46008,Cafe,,Extramurs,73050,16794.0
2786,La Rubiaka,2834,3,3.5,,,"Avenida Cid 50 Bar Cafetería, 46018, Valencia Spain",46018,,,l'Olivereta,35767,11410.0
2787,Casa Juan,2835,1,4.0,,,"Calle Marino Blas de Lezo 31, 46022, Valencia Spain",46022,,,Algirós,68400,15105.0
2788,Underground 5 y Tapa,2836,3,3.5,,,"Plaza Cedro 12, 46022, Valencia Spain",46022,Spanish,,Algirós,68400,15105.0
2789,Casa Clemencia,2837,165,3.0,$$ - $$$,4.0,"Avenida Primado Reig 179, 46020, Valencia Spain",46020,Mediterranean,Spanish,Benimaclet,46868,14834.0
2790,Panaderia-Cafeteria Forn De Donate,2838,1,4.0,,,"Cami del Cabanyal, 38, 46022, Valencia Spain",46022,,,Algirós,68400,15105.0
2791,Alhambra,2839,2,3.5,,,"Avenida Valladolid 6, 46020, Valencia Spain",46020,,,Benimaclet,46868,14834.0
2792,Lucheng,2840,4,3.5,,,"Avenida Cid 83, 46014, Valencia Spain",46014,,,Patraix,40168,13331.0
2793,Tosca Llar Club,2841,45,3.0,$$ - $$$,4.0,"Avenida Plata No 12, 46006, Valencia Spain",46006,Bar,Spanish,l'Eixample,76697,20299.0
2794,Bar san roc,2842,3,3.5,,,"Calle valencia, Valencia Spain",,Spanish,,,,
2795,Nuevo Chang An,2843,19,3.0,$$ - $$$,4.0,"Calle Alfahuir 47, 46019, Valencia Spain",46019,Chinese,Asian,Rascanya,35308,11388.0
2796,El Convento II,2844,3,3.5,,,"Carrer de Guillem de Castro, 108, 46003, Valencia Spain",46003,,,Ciutat Vella,26542,19009.0
2797,Bar Manolo,2845,4,3.5,,,"Calle de la Font Cabilda 4 Massanassa, 46470, Valencia Spain",46470,,,,,
2798,Restaurant Boulevard Valencia,2846,3,3.5,,,"Calle Archiduque Carlos no 48, 46014, Valencia Spain",46014,Pub,,Patraix,40168,13331.0
2799,Bar Bacoa,2847,6,3.0,$$ - $$$,4.0,"Avinguda del Port 224, 46023, Valencia Spain",46023,,,Camins al Grau,46154,13788.0
2800,Restaurante Bombay,2848,7,3.0,,,"Paseo de Neptuno Edificio Docks, 46011, Valencia Spain",46011,,,Poblats Marítims,82178,11698.0
2801,Tigris kebab,2849,2,3.5,$,1.0,"Calle del Convento Santa Clara 12 Bajo 2 ezquierda, 46002, Valencia Spain",46002,Lebanese,Mediterranean,Ciutat Vella,26542,19009.0
2802,Cafeteria Conservatorio Jose Iturbi,2850,2,3.5,,,"Avenida Baleares 36, 46023, Valencia Spain",46023,Cafe,Barbecue,Camins al Grau,46154,13788.0
2803,Templo Cafe,2851,0,,,,"Av. del Marques de Sotelo, 5, 46002, Valencia Spain",46002,Spanish,,Ciutat Vella,26542,19009.0
2804,Sensenom,2852,3,3.5,,,"Jeronimo Monsoriu, Valencia Spain",,Spanish,,,,
2805,Cafeteria ATALANTA,2853,9,3.0,,,"Avenida Ecuador 6, 46025, Valencia Spain",46025,Mediterranean,Spanish,Benicalap,33298,11520.0
2806,Bar Serrania,2854,2,3.0,,,"Calle de Josep Maria Bayarri 9, 46014, Valencia Spain",46014,,,Patraix,40168,13331.0
